X0,X9,X8,X5,X3,X1,X2,X6,X7,X4
1,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,0,1,1,1
1,1,1,0,0,0,1,1,0,1
1,0,0,0,1,0,1,0,1,1
1,0,0,0,1,1,0,0,0,1
0,1,0,0,0,0,1,1,0,1
1,1,1,0,1,1,0,0,1,1
1,0,1,1,0,0,0,1,0,1
0,0,1,0,1,0,0,1,1,0
1,0,0,0,1,1,0,1,0,0
0,0,1,1,0,0,1,1,1,0
1,1,0,0,1,0,1,1,1,0
1,1,1,1,1,0,0,0,0,1
1,0,0,0,0,1,0,1,0,0
1,1,1,1,1,0,0,0,1,1
1,1,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,0,1,1
0,1,0,0,1,0,0,0,0,1
1,0,1,0,1,0,0,0,1,1
1,1,0,0,1,1,0,1,0,0
1,0,1,1,1,0,0,1,1,1
1,0,1,0,1,1,0,0,0,0
1,0,0,0,1,1,0,0,1,1
0,0,0,1,1,0,0,1,1,1
1,1,0,0,0,0,1,1,0,0
1,0,0,0,1,1,0,0,1,1
0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,0,0,1,1
1,0,1,0,1,1,1,0,0,1
1,1,0,0,1,1,0,0,0,0
0,0,1,1,1,0,1,1,0,1
1,0,0,0,0,1,1,1,0,0
1,1,0,0,1,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1
1,0,0,0,1,1,1,0,0,0
1,0,1,1,1,0,0,0,1,1
0,0,0,0,1,0,0,0,1,1
1,1,1,0,1,0,0,0,1,1
1,1,0,0,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,1
0,0,0,0,1,0,0,0,1,0
1,0,1,0,1,1,0,0,1,1
1,0,0,0,1,0,1,0,0,1
1,0,1,0,1,1,0,0,1,0
0,0,1,1,0,0,0,0,1,1
0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,1,0,1
0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,1,1,0
1,1,1,0,1,0,0,0,1,1
1,0,0,0,1,0,0,1,1,0
1,1,0,0,1,0,0,1,0,0
1,1,0,0,1,1,1,0,0,1
1,0,0,0,1,1,1,1,0,1
0,0,1,0,1,1,0,1,1,0
1,1,0,1,1,0,0,0,1,1
1,1,0,0,1,0,0,0,1,1
1,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,0,0,1,1
1,1,1,1,0,1,1,0,1,0
0,0,1,1,1,0,1,1,0,0
0,0,0,1,1,0,0,1,1,1
1,1,0,0,1,0,0,1,0,0
0,1,1,1,0,0,1,0,0,1
0,0,0,0,1,1,0,1,0,1
1,0,1,1,1,0,0,1,0,1
1,0,1,0,1,0,1,0,1,1
0,0,1,1,1,1,0,0,0,0
1,0,0,0,1,1,0,0,1,1
1,1,1,1,1,0,0,0,1,1
1,1,0,0,1,1,1,1,0,0
0,0,0,1,1,0,0,1,1,1
1,0,1,0,1,0,0,0,1,1
1,0,0,1,1,0,1,1,1,1
1,1,1,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,1,0
1,0,0,0,1,1,0,0,0,1
0,1,0,0,0,0,1,0,0,1
1,0,1,0,1,0,0,1,1,0
0,0,0,1,1,0,0,0,1,0
1,0,0,0,0,1,0,1,1,0
1,1,0,0,1,1,1,1,0,0
1,0,0,1,1,0,0,1,1,1
1,0,0,0,1,1,0,1,0,1
0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,1,0,1,1,0
1,1,1,0,1,0,0,0,1,1
1,0,1,1,1,0,0,0,1,1
1,1,1,0,1,1,0,0,0,1
1,0,0,0,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,1,1,0,0
1,0,1,1,1,0,0,1,1,1
1,1,0,0,0,1,0,0,1,0
1,0,1,0,0,1,1,0,1,0
1,1,1,1,1,0,0,1,1,1
1,0,1,0,0,1,0,1,1,0
1,1,1,0,1,0,1,1,1,1
1,0,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,1,0,0
0,0,1,1,1,1,0,0,1,1
0,1,0,0,1,0,0,1,0,0
1,0,1,0,1,1,0,0,1,1
1,0,1,0,1,0,0,1,1,0
1,1,0,0,0,1,0,1,0,0
0,1,0,0,1,1,0,1,0,0
1,1,0,0,1,1,1,0,0,1
0,0,0,0,1,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,0,1,1
1,0,1,1,1,0,1,1,0,1
1,0,0,0,1,0,1,0,0,1
1,0,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,0,1,0,0
1,0,0,0,1,1,0,1,1,1
1,0,0,0,1,1,0,1,1,0
1,0,1,1,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,1
1,0,1,1,1,0,0,1,1,1
1,0,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,1,0,0
1,1,1,0,1,0,0,1,1,0
1,1,1,0,1,1,0,0,1,0
0,0,0,0,0,1,1,0,0,0
1,1,0,0,1,0,0,1,0,0
0,0,1,1,1,1,0,0,1,1
0,0,0,0,1,0,0,1,1,1
1,0,0,0,1,0,1,1,0,1
1,0,0,1,1,0,0,1,1,1
1,1,0,1,0,0,1,1,0,1
1,0,0,1,1,0,0,0,1,1
0,0,0,0,0,1,0,0,1,0
1,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1
1,0,1,1,1,0,0,0,0,0
1,1,0,0,1,0,0,1,1,0
1,0,1,1,0,0,0,1,1,0
1,1,1,1,1,0,1,1,1,1
1,0,0,0,1,1,0,1,0,0
1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,1,0,1
1,1,0,0,0,0,1,1,0,0
1,0,1,1,1,0,0,1,1,1
0,1,0,0,1,1,0,0,0,0
1,1,0,0,1,1,0,0,0,0
0,1,0,0,1,0,1,1,0,1
1,1,0,0,1,0,0,1,1,0
0,1,0,1,1,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1
1,1,1,0,1,1,0,0,0,1
1,0,1,0,1,1,1,1,0,1
0,0,1,1,1,0,1,0,0,1
0,1,1,1,1,0,0,1,1,0
1,0,1,1,1,0,0,1,1,1
0,1,0,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0
1,0,1,0,1,1,1,0,0,0
1,0,0,1,1,0,1,1,1,1
1,0,0,1,1,0,0,1,1,1
0,1,1,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,1,0
1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,1,1,0,0,1
0,0,1,1,1,0,0,1,0,0
1,0,1,1,1,0,1,1,0,0
1,1,0,0,1,0,0,0,0,0
1,0,1,1,1,1,1,0,0,0
1,1,1,1,1,0,1,1,0,0
1,1,0,1,1,0,0,0,1,1
1,0,0,0,1,1,0,0,0,1
0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,1,0,0,1
1,0,1,0,1,1,1,1,1,0
1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,1,1
0,0,0,1,1,1,1,0,1,1
1,1,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1
1,1,0,0,1,0,1,1,0,0
1,1,1,1,0,0,1,1,0,1
1,0,0,0,1,0,1,1,1,1
1,1,0,0,1,0,0,0,1,0
0,1,1,0,1,0,0,1,1,0
0,1,1,1,1,0,0,1,0,0
1,1,0,0,1,0,0,1,1,0
1,1,0,1,1,0,0,0,1,1
1,0,1,0,1,0,1,1,1,0
0,0,1,1,1,0,0,1,1,1
0,0,1,1,1,1,0,0,1,0
0,0,1,1,1,0,1,0,0,1
1,1,0,0,0,1,0,1,0,0
1,1,0,0,0,0,1,1,0,1
1,1,0,1,1,0,0,0,1,1
1,1,1,0,1,0,0,0,1,1
1,0,1,0,1,0,1,1,1,1
1,1,0,0,1,1,0,0,0,1
1,0,0,0,1,1,0,0,1,1
1,1,0,0,1,1,0,0,0,1
1,0,0,0,1,1,0,1,0,0
1,0,0,0,1,1,0,0,0,1
1,0,1,0,1,0,1,1,1,0
1,1,0,1,0,0,1,0,1,0
1,1,0,0,1,1,0,1,1,0
1,0,0,0,0,1,1,0,0,1
1,0,0,0,1,0,1,0,0,1
1,0,1,1,1,0,0,0,0,1
1,1,0,0,1,1,0,1,0,0
1,1,0,1,1,0,0,0,1,0
1,0,0,1,1,0,1,1,1,1
1,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,0,1,1,0
1,0,0,0,1,1,1,0,0,1
1,0,1,1,1,0,0,0,1,1
0,0,1,1,1,0,0,0,1,0
1,1,1,1,1,0,0,1,1,1
1,0,0,0,1,0,0,1,0,0
1,1,0,0,1,1,0,1,1,0
1,0,0,0,1,1,0,0,0,1
1,1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,1,1
1,1,0,1,1,1,0,0,1,1
1,0,1,1,1,0,0,1,1,1
1,1,1,0,0,0,0,1,0,0
0,1,0,0,1,0,0,1,1,1
1,0,1,1,0,0,0,1,0,1
0,0,0,1,1,0,0,0,1,0
1,1,1,0,0,1,0,1,1,0
1,0,0,0,0,1,1,1,0,1
0,0,1,1,1,0,1,1,1,1
0,1,1,1,1,0,0,1,0,1
1,0,1,0,1,1,1,0,0,1
0,0,1,1,1,0,1,1,0,1
0,0,0,0,1,0,0,0,0,0
1,1,0,1,1,0,0,1,1,1
0,0,0,0,1,1,0,1,1,1
1,1,1,0,1,1,0,0,0,1
1,1,0,0,1,0,1,0,0,1
1,0,1,1,1,0,0,0,1,1
1,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,0,0,0,1
1,0,1,1,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0
1,0,0,0,1,0,0,1,0,0
1,0,1,0,1,0,0,0,1,1
0,1,1,1,1,0,0,0,0,1
1,0,1,1,1,0,1,0,1,1
1,1,1,0,1,1,0,1,1,0
1,1,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,1,1,1
1,0,1,1,1,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1
0,0,1,1,1,0,0,0,1,0
0,0,1,1,1,1,0,1,1,1
1,0,0,0,1,0,0,0,1,1
1,1,0,0,1,0,0,1,1,1
0,0,1,1,1,0,1,1,1,0
1,0,0,0,0,1,1,0,1,1
1,0,1,1,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,1
1,1,0,1,1,0,0,1,1,1
1,1,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1,0,1
1,1,0,0,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1
1,0,0,0,1,0,0,0,1,1
1,0,0,0,1,1,1,0,0,1
1,0,1,1,1,0,1,1,0,1
1,0,0,1,1,0,1,1,1,1
0,1,1,1,1,0,0,1,1,0
1,0,0,0,1,0,0,1,0,1
0,1,1,1,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0
1,0,1,1,1,0,0,0,1,0
1,1,0,0,1,1,0,0,0,0
1,0,0,0,1,0,0,0,1,1
1,1,1,0,1,1,0,0,1,1
0,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,1,1,0,1
1,0,1,0,1,0,1,0,1,0
1,1,0,0,1,0,0,1,0,1
1,1,0,0,1,1,0,1,0,0
1,0,0,0,1,1,0,0,0,1
1,0,0,1,0,0,0,0,1,1
1,0,1,1,1,0,1,1,0,1
1,1,0,1,1,0,0,1,1,1
1,0,0,0,1,0,1,0,0,0
1,1,1,0,1,1,0,1,1,1
1,1,0,0,1,1,0,1,0,1
1,1,0,0,0,1,0,0,1,0
1,1,1,0,1,1,0,0,1,1
1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,1,0,0,0,1
1,0,0,1,1,0,0,1,1,1
1,1,0,0,1,1,0,1,0,1
1,0,1,0,1,0,0,0,0,1
1,1,0,0,1,1,0,0,1,1
1,1,0,0,1,1,0,0,0,1
1,0,1,1,0,0,1,0,1,0
1,0,1,1,1,0,0,1,1,1
1,1,0,0,1,0,0,0,1,1
1,0,0,0,1,1,0,0,0,1
1,0,1,0,1,1,1,0,1,0
1,0,0,1,1,0,0,1,1,0
1,1,0,0,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,1
1,0,1,0,1,0,0,0,1,1
0,0,1,1,1,1,0,0,0,1
0,0,1,1,1,0,0,1,1,0
0,0,1,1,1,0,1,0,1,1
1,0,0,0,1,1,0,0,1,0
0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,1,1,0,1
1,0,0,0,1,1,1,1,0,0
1,1,1,1,1,0,0,0,0,1
1,1,0,0,0,1,1,0,1,0
1,1,1,0,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1
0,0,1,1,1,1,0,0,0,0
0,1,1,1,1,0,1,0,0,1
1,1,0,0,1,1,0,0,0,1
1,1,1,1,1,0,0,1,1,1
1,0,0,1,1,0,0,1,1,1
1,0,0,0,1,0,0,1,1,0
0,0,1,1,1,0,0,1,1,0
0,0,1,1,1,1,0,1,1,1
1,1,0,0,1,0,1,0,0,1
1,0,0,0,1,1,0,0,0,1
0,0,1,1,1,0,1,0,1,1
0,1,1,1,1,0,0,1,0,1
1,1,0,0,1,0,0,0,1,1
0,0,0,0,1,0,1,0,0,1
1,1,1,0,1,0,1,1,1,0
0,0,1,1,1,0,1,0,0,1
0,1,0,0,1,0,0,1,1,0
0,0,1,1,1,0,0,0,1,0
1,1,0,1,1,0,0,1,1,1
1,1,1,1,1,0,0,0,1,1
1,0,1,1,1,0,0,1,0,1
1,1,0,0,1,0,1,1,0,0
1,1,0,0,1,0,1,0,1,1
1,1,0,0,0,1,1,1,0,0
1,0,0,0,1,0,1,0,1,0
1,0,0,0,1,1,0,0,1,1
0,1,1,1,1,1,1,0,1,1
1,0,0,0,0,1,0,1,1,1
0,0,1,1,1,1,0,0,0,0
1,0,1,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0,1,1,1
1,1,0,1,1,0,1,1,1,1
1,1,1,0,1,0,0,0,1,1
1,1,1,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1,1,1
1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,1,1
0,0,1,1,1,0,1,0,1,1
1,1,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,1
0,0,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,1,1,1
1,0,0,0,1,1,0,0,0,1
0,0,0,0,1,0,0,1,0,1
0,1,0,0,1,0,0,1,0,1
1,1,1,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,0,0
1,1,1,0,1,1,0,0,1,1
1,1,1,0,1,1,0,0,1,0
1,0,0,0,1,0,0,0,1,1
1,1,0,0,1,0,0,0,0,1
1,1,0,0,0,0,1,1,0,0
1,0,1,0,1,0,0,1,1,0
0,1,0,0,1,1,1,0,0,1
1,1,1,1,1,0,0,1,0,1
1,0,0,0,1,1,1,1,1,1
1,0,1,1,1,0,0,1,1,1
1,0,1,1,1,0,0,0,1,1
1,0,0,1,1,0,1,1,1,1
1,1,0,0,1,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0
1,1,0,0,1,0,0,1,0,0
0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,1,0,0
1,0,0,0,1,0,0,0,1,1
1,1,1,1,1,0,1,1,0,1
1,0,0,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1,1,0
1,0,1,1,1,0,0,0,1,0
1,0,0,0,0,1,0,1,0,0
0,0,1,1,0,1,1,0,0,1
1,0,0,0,1,1,1,1,0,1
1,0,1,0,1,0,1,0,1,0
0,0,1,1,0,0,1,1,0,0
0,0,0,0,0,1,0,0,1,1
1,0,1,1,1,0,1,1,1,1
0,1,0,0,0,1,0,1,1,0
1,0,0,1,0,0,0,0,1,0
1,1,0,0,1,1,0,0,0,1
0,0,0,1,1,0,1,0,1,1
1,1,0,1,1,0,1,1,1,1
1,0,1,0,1,0,0,1,1,1
0,1,1,0,1,1,0,1,0,0
1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,1,0,0
1,1,1,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,1,0,0
0,0,1,1,1,0,0,1,1,1
1,1,0,0,1,1,0,1,0,0
1,0,0,0,1,0,0,1,1,0
0,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,1,1
1,0,1,1,0,0,0,1,0,0
1,1,0,0,1,0,1,0,1,1
1,1,0,0,1,1,1,0,0,1
1,0,1,1,0,0,1,0,1,0
1,0,1,0,1,1,1,1,0,1
1,0,0,0,1,1,0,0,0,1
0,1,1,1,1,0,0,0,1,0
1,1,0,0,0,1,0,0,0,1
1,0,0,1,1,0,0,1,1,1
0,1,1,1,0,1,0,1,1,1
1,1,1,1,1,0,0,0,1,1
1,0,0,1,1,0,0,1,1,1
0,0,0,0,1,0,0,0,1,1
0,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,0,0,1,1
1,1,1,1,1,0,1,1,0,0
1,1,0,0,1,1,0,1,0,0
1,0,0,0,1,0,0,1,0,0
1,0,1,1,1,0,1,1,0,0
1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,1,1,1,1,0
1,0,1,1,0,0,1,1,0,1
1,0,1,0,1,0,0,0,1,1
1,0,0,0,1,1,0,1,0,1
1,0,0,1,1,1,1,1,1,1
1,0,0,0,0,1,0,1,1,0
1,0,0,0,1,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,0,1,1
1,0,1,1,1,0,0,0,1,1
1,1,0,0,1,1,1,0,0,0
1,0,1,0,1,0,0,0,1,0
1,1,1,1,1,0,0,1,1,1
0,1,0,0,1,0,0,0,1,1
0,1,0,1,1,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,0,0,1,1,0,0,0,1
1,1,1,1,1,0,0,0,1,1
1,0,0,0,1,1,0,0,1,1
1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,0,1,0
1,0,1,1,1,0,0,1,1,1
1,0,1,0,1,0,0,0,1,0
1,1,1,0,0,1,0,1,1,0
1,0,0,0,1,1,0,0,0,1
0,1,1,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,1,0,1,0
0,0,1,0,1,0,0,1,1,1
0,1,1,1,1,0,0,0,0,1
1,1,0,0,0,0,1,0,0,0
1,1,1,0,1,0,0,0,1,1
1,0,1,0,1,0,1,0,1,0
1,1,0,1,1,0,0,1,1,1
1,1,1,0,1,1,0,0,0,1
1,0,0,0,1,0,1,0,1,1
1,1,1,0,1,0,0,0,1,0
1,1,1,0,1,0,1,0,0,1
1,0,0,0,0,0,1,1,0,1
1,0,0,0,1,1,0,0,1,1
0,1,0,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,1,1
1,1,0,0,0,0,0,0,0,1
1,0,1,0,1,1,0,0,0,1
0,0,1,1,1,0,1,0,1,1
1,0,1,0,1,0,0,1,1,1
1,1,0,0,1,1,0,0,0,1
1,1,0,0,1,0,0,0,1,1
0,1,1,1,1,1,1,1,1,0
0,0,0,1,1,0,0,0,1,1
0,0,0,0,1,1,1,0,0,0
0,0,1,1,1,0,0,0,1,1
1,0,0,0,1,1,1,0,0,1
1,1,0,0,1,1,1,1,0,1
1,0,0,0,1,1,0,0,1,1
1,0,1,1,1,0,0,1,1,1
0,0,1,1,1,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1
1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,0,0,0,1,0
1,0,0,0,0,1,0,0,0,1
1,1,1,0,0,0,0,0,0,0
0,1,1,0,1,0,0,1,1,1
0,0,1,1,0,1,0,1,0,0
1,0,0,0,1,1,1,1,0,1
1,0,0,0,1,0,0,1,1,1
1,0,1,1,1,0,1,1,1,0
0,0,0,0,1,0,0,0,1,1
1,1,0,1,1,0,0,0,1,1
1,1,1,0,0,1,0,1,1,1
1,1,0,0,1,0,0,0,0,1
1,1,1,0,1,1,0,0,1,1
0,0,0,1,1,0,1,0,1,1
1,0,0,0,1,1,0,0,0,1
1,0,1,0,0,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1
1,0,0,0,1,1,0,0,0,1
1,0,0,0,0,1,1,0,0,0
1,1,0,0,1,1,0,0,1,1
0,1,0,0,1,1,0,1,0,1
1,0,0,0,1,1,1,0,0,1
0,0,1,0,1,0,0,1,1,1
1,1,0,0,0,0,0,1,0,0
1,1,0,0,0,0,1,0,0,1
1,1,0,0,1,1,1,0,0,0
1,0,1,0,1,0,0,1,1,0
1,0,1,1,1,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0
1,0,1,0,1,1,0,0,1,0
1,1,0,0,0,0,0,1,1,1
0,1,1,1,1,0,1,0,0,1
1,0,0,0,1,0,0,1,1,0
1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,0,1,1
1,0,0,0,0,1,0,0,1,1
1,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,1,0
1,1,0,0,1,1,1,0,0,0
0,1,1,0,0,1,1,1,1,1
1,1,0,1,1,0,0,1,1,1
0,1,1,1,0,0,0,0,1,1
1,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1
1,0,0,0,1,1,0,0,1,1
1,0,0,0,1,1,0,1,0,0
0,0,1,0,0,1,1,0,1,0
1,1,0,0,1,1,1,0,0,0
0,0,1,1,0,0,1,1,1,0
0,0,0,0,1,0,1,0,0,1
1,0,1,0,0,1,0,0,1,1
1,1,1,0,1,1,0,1,1,0
0,0,1,1,1,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0
1,0,0,0,1,0,1,0,1,0
1,0,1,0,1,1,0,1,0,1
1,0,0,0,1,1,0,1,0,1
0,0,0,0,0,0,0,1,1,1
0,1,1,0,1,0,0,1,1,0
0,0,0,0,1,1,0,0,1,1
1,1,1,1,1,0,0,1,1,1
1,1,1,1,0,1,0,1,1,1
1,0,0,0,1,0,1,0,1,1
1,0,0,1,1,0,0,1,1,1
1,0,1,0,0,1,0,0,1,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,1,0,1
1,1,1,1,1,0,1,0,1,1
1,1,0,0,0,1,0,0,0,0
1,1,1,0,1,0,0,0,1,1
0,1,1,0,1,1,0,0,1,1
1,0,0,0,1,1,0,0,0,1
1,1,0,0,1,0,0,1,1,1
0,0,1,1,1,0,0,0,1,1
0,0,1,0,1,0,0,1,1,1
1,0,0,1,0,1,0,1,1,1
1,0,1,0,1,0,0,1,1,0
1,1,0,1,1,0,1,0,1,0
0,0,1,1,0,0,1,0,1,0
0,0,1,0,1,0,0,1,1,1
1,1,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,1,1
1,0,0,0,1,0,0,0,0,1
0,1,1,1,0,0,0,0,0,1
1,1,1,0,1,1,1,0,0,1
0,1,0,1,1,0,1,0,1,1
1,0,1,0,1,0,1,0,1,0
0,0,1,1,1,0,1,0,0,1
1,1,0,1,1,0,1,1,0,1
0,1,1,0,0,0,1,0,0,0
0,0,1,1,1,0,0,1,1,1
0,1,1,1,0,0,0,0,0,0
0,1,1,1,0,0,0,1,1,1
0,1,1,1,0,0,1,1,0,0
0,1,0,0,0,1,0,1,1,1
1,1,1,0,1,1,0,1,0,0
1,0,0,1,1,0,0,1,1,1
1,0,1,1,1,0,0,1,1,1
1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,0,0,0
1,0,1,1,1,0,0,0,0,0
1,0,0,0,1,0,0,1,1,0
1,1,0,0,0,1,0,0,0,0
1,0,0,0,1,1,0,1,0,1
1,0,1,0,1,0,1,0,1,1
1,0,1,1,1,1,0,0,1,0
0,0,0,1,1,0,0,1,1,1
1,1,0,0,1,1,1,0,0,1
1,0,1,0,1,0,0,1,0,0
1,1,1,1,1,0,0,1,1,1
0,0,1,1,1,0,1,0,0,1
0,0,1,0,1,0,0,0,1,0
1,0,1,0,0,1,0,0,1,1
1,1,0,0,1,0,1,0,1,1
1,1,0,0,0,1,1,0,0,0
0,1,0,1,0,0,0,1,1,0
1,1,1,1,1,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,1,0,0
1,0,0,1,1,0,0,0,1,0
1,1,0,0,1,1,0,0,0,1
1,0,0,0,0,1,1,1,0,1
1,0,0,1,0,0,1,0,1,0
1,0,0,0,1,0,0,0,1,1
1,1,1,0,1,1,0,1,1,0
1,0,1,0,1,1,0,0,0,1
0,0,0,0,1,0,0,1,1,1
0,0,1,1,1,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0
0,0,0,1,1,0,0,0,1,1
1,1,1,0,1,0,0,1,1,1
1,0,0,0,0,1,0,1,1,0
1,0,1,1,1,1,0,0,0,1
1,1,1,0,0,1,0,1,1,0
0,0,1,1,0,0,0,1,0,0
1,1,0,0,1,1,0,0,1,0
1,0,1,0,1,1,0,0,1,0
1,0,1,1,1,0,0,1,1,1
1,0,0,0,1,1,0,0,0,1
0,1,1,1,0,1,0,1,1,1
0,1,0,0,1,1,0,0,0,1
1,1,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,1,1,0
1,0,1,0,1,0,0,1,1,0
0,1,0,0,0,0,0,1,0,1
1,0,1,1,1,0,1,0,0,0
1,0,1,1,1,1,0,1,0,1
0,1,0,0,1,1,0,1,1,0
1,0,1,1,0,0,0,0,1,1
1,1,0,0,1,1,0,0,1,1
1,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,0,1,1,1
0,1,1,1,1,0,1,1,1,0
0,0,0,1,1,0,0,0,1,1
1,1,1,1,0,1,0,0,1,0
1,1,0,0,1,1,1,1,0,0
1,0,1,0,1,1,0,0,1,1
0,0,1,1,1,0,1,0,1,1
0,1,0,1,0,0,1,0,1,1
1,0,1,1,1,1,0,1,0,1
0,0,1,1,0,0,0,0,0,0
1,1,1,1,0,0,0,1,1,0
1,0,1,1,1,0,1,0,1,1
1,1,0,0,1,1,0,1,1,0
0,1,1,1,1,1,0,0,0,0
0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,1,1,0,1,1
1,0,0,0,0,0,1,1,0,1
1,0,1,1,0,0,0,1,0,1
1,0,0,0,1,1,0,0,0,1
1,1,0,0,1,1,1,0,0,1
0,0,1,1,1,0,1,0,1,0
0,1,1,1,1,0,0,1,1,1
1,0,0,0,1,1,0,0,1,1
1,0,0,0,0,0,0,1,0,0
1,0,1,1,0,1,0,1,1,1
1,1,0,0,1,1,1,1,0,0
0,0,0,1,1,0,1,0,1,1
1,1,0,0,1,1,0,0,0,0
0,0,0,1,1,0,0,0,1,1
1,0,1,1,1,0,0,1,1,1
1,1,1,0,1,0,0,1,1,0
1,1,0,0,1,0,0,0,1,1
1,1,0,0,0,0,0,1,0,0
1,1,0,0,0,1,1,0,0,1
1,1,1,1,1,0,1,1,0,1
1,0,1,1,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,0
